dt,board,state,action,price,nav,expressed,bull,bear,mixed,bull_frac,trigger,gaps
2026-03-02 13:00:00+08:00,short,F,hold,4163.298,1.053197,3,2,1,0,0.6667,False,0
2026-03-02 13:30:00+08:00,short,F,hold,4186.748,1.053197,3,2,1,0,0.6667,False,0
2026-03-02 14:00:00+08:00,short,F,hold,4181.619,1.053197,3,2,1,0,0.6667,False,0
2026-03-02 14:30:00+08:00,short,F,hold,4182.6,1.053197,3,2,1,0,0.6667,False,0
2026-03-02 15:00:00+08:00,short,F,hold,4182.591,1.053197,3,2,1,0,0.6667,False,0
2026-03-03 09:30:00+08:00,short,L,buy,4189.408,1.053197,4,3,1,0,0.75,True,0
2026-03-03 10:00:00+08:00,short,L,hold,4158.925,1.045533,4,3,1,0,0.75,True,0
2026-03-03 10:30:00+08:00,short,L,hold,4150.178,1.043335,4,3,1,0,0.75,True,0
2026-03-03 11:00:00+08:00,short,L,hold,4179.369,1.050673,4,3,1,0,0.75,True,0
2026-03-03 11:30:00+08:00,short,L,hold,4179.457,1.050695,4,3,1,0,0.75,True,0
2026-03-03 13:00:00+08:00,short,L,hold,4179.23,1.050638,5,4,1,0,0.8,True,0
2026-03-03 13:30:00+08:00,short,L,hold,4166.847,1.047525,5,4,1,0,0.8,True,0
2026-03-03 14:00:00+08:00,short,L,hold,4141.819,1.041233,5,4,1,0,0.8,True,0
2026-03-03 14:30:00+08:00,short,L,hold,4137.286,1.040094,5,4,1,0,0.8,True,0
2026-03-03 15:00:00+08:00,short,L,hold,4122.676,1.036421,5,4,1,0,0.8,True,0
2026-03-04 09:30:00+08:00,short,F,sell,4087.632,1.027611,8,5,3,0,0.625,False,0
2026-03-04 10:00:00+08:00,short,F,hold,4092.62,1.027611,8,5,3,0,0.625,False,0
2026-03-04 10:30:00+08:00,short,F,hold,4089.28,1.027611,8,5,3,0,0.625,False,0
2026-03-04 11:00:00+08:00,short,F,hold,4078.939,1.027611,8,5,3,0,0.625,False,0
2026-03-04 11:30:00+08:00,short,F,hold,4063.571,1.027611,8,5,3,0,0.625,False,0
2026-03-04 13:00:00+08:00,short,F,hold,4063.718,1.027611,8,4,4,0,0.5,False,0
